source,epsilon,epsilon_label,scale_exponent,norm_scale,norm_scale_label,x_index,n,candidate_id,verify_rank,x_steps,learning_rate,weight_decay,dropout,tao2,val_acc_mean,val_acc_std,test_acc_mean,test_acc_std,test_acc_ci_low,test_acc_ci_high,source_job_dir,point_id,bootstrap_key,bootstrap_val_key
figure5_heter,1.0,$\epsilon=10^{0}$,8,256,$2^{8}$,14,10,115,3,8,0.01,0.001,0.25,none,58.590288162231445,1.1532795074405078,57.23337059020996,1.1687396402855659,56.61035079956055,57.9619873046875,historical/rebuttal_experiments/figure5_heter/figure5.yaml/dataset=attributedgraph-flickr/feature=raw/mechanism=mbm/x_eps=1/m=best/norm=true/norm_scale=256/smoother=hoa/backbone=sage/use_nfr=false,f7_e465b5796ace22e6,1.0|8,1.0|8
figure5_heter,1.0,$\epsilon=10^{0}$,9,512,$2^{9}$,15,10,148,2,16,0.01,0.0001,0.25,none,59.28722457885742,1.3286008883752527,57.909189224243164,1.1580380420386889,57.2492099571228,58.62764284133911,historical/rebuttal_experiments/figure5_heter/figure5.yaml/dataset=attributedgraph-flickr/feature=raw/mechanism=mbm/x_eps=1/m=best/norm=true/norm_scale=512/smoother=hoa/backbone=sage/use_nfr=false,f7_28f664b455e3e846,1.0|9,1.0|9
figure5_heter,1.0,$\epsilon=10^{0}$,10,1024,$2^{10}$,16,10,115,1,8,0.01,0.001,0.25,none,57.84055137634277,1.2696627810091965,56.531154251098634,1.327574475862775,55.81309622764588,57.33909990310669,historical/rebuttal_experiments/figure5_heter/figure5.yaml/dataset=attributedgraph-flickr/feature=raw/mechanism=mbm/x_eps=1/m=best/norm=true/norm_scale=1024/smoother=hoa/backbone=sage/use_nfr=false,f7_7b1d694b07713e8c,1.0|10,1.0|10
figure5_heter,1.0,$\epsilon=10^{0}$,11,2048,$2^{11}$,17,10,79,1,4,0.01,0.001,0.25,none,58.00950622558594,1.2075952229804574,56.70010833740234,1.072397175241102,56.03999708175659,57.33896828651428,historical/rebuttal_experiments/figure5_heter/figure5.yaml/dataset=attributedgraph-flickr/feature=raw/mechanism=mbm/x_eps=1/m=best/norm=true/norm_scale=2048/smoother=hoa/backbone=sage/use_nfr=false,f7_c0750d1e79a297ec,1.0|11,1.0|11
figure5_heter,1.0,$\epsilon=10^{0}$,12,4096,$2^{12}$,18,10,43,3,2,0.01,0.001,0.25,none,57.72967414855957,0.8825028127992571,56.50475234985352,1.2108617074712604,55.82352292060852,57.24432374954223,historical/rebuttal_experiments/figure5_heter/figure5.yaml/dataset=attributedgraph-flickr/feature=raw/mechanism=mbm/x_eps=1/m=best/norm=true/norm_scale=4096/smoother=hoa/backbone=sage/use_nfr=false,f7_3e1ebc2845fac02e,1.0|12,1.0|12
figure5_heter,1.0,$\epsilon=10^{0}$,13,8192,$2^{13}$,19,10,76,1,4,0.01,0.0001,0.25,none,57.93558807373047,1.1263776929750389,56.70010871887207,1.1966197307060549,56.00317148208618,57.40245853424072,historical/rebuttal_experiments/figure5_heter/figure5.yaml/dataset=attributedgraph-flickr/feature=raw/mechanism=mbm/x_eps=1/m=best/norm=true/norm_scale=8192/smoother=hoa/backbone=sage/use_nfr=false,f7_32e59248e36788fc,1.0|13,1.0|13
figure5_heter,1.0,$\epsilon=10^{0}$,14,16384,$2^{14}$,20,10,76,5,4,0.01,0.0001,0.25,none,58.28405570983887,1.2400916989423616,56.879621505737305,1.262028858507341,56.10863305091858,57.63476906776428,historical/rebuttal_experiments/figure5_heter/figure5.yaml/dataset=attributedgraph-flickr/feature=raw/mechanism=mbm/x_eps=1/m=best/norm=true/norm_scale=16384/smoother=hoa/backbone=sage/use_nfr=false,f7_abf3951e6c5b192c,1.0|14,1.0|14
figure5_heter,1.0,$\epsilon=10^{0}$,15,32768,$2^{15}$,21,10,73,1,4,0.01,0,0.25,none,57.70327453613281,1.1786242298280274,56.64730987548828,0.8383143945692937,56.187831506729125,57.15945284843445,historical/rebuttal_experiments/figure5_heter/figure5.yaml/dataset=attributedgraph-flickr/feature=raw/mechanism=mbm/x_eps=1/m=best/norm=true/norm_scale=32768/smoother=hoa/backbone=sage/use_nfr=false,f7_8d24ac1ebf6ff196,1.0|15,1.0|15
figure5_heter,1.0,$\epsilon=10^{0}$,16,65536,$2^{16}$,22,10,73,2,4,0.01,0,0.25,none,57.76135444641113,1.177190426328595,56.54699287414551,0.8164324110794848,56.09820745468139,57.03273775100708,historical/rebuttal_experiments/figure5_heter/figure5.yaml/dataset=attributedgraph-flickr/feature=raw/mechanism=mbm/x_eps=1/m=best/norm=true/norm_scale=65536/smoother=hoa/backbone=sage/use_nfr=false,f7_eea59ed5c8eebc32,1.0|16,1.0|16
figure5_heter,1.0,$\epsilon=10^{0}$,17,131072,$2^{17}$,23,10,73,3,4,0.01,0,0.25,none,57.71911468505859,1.2582798831956021,56.53115310668945,0.9346122924382053,55.99775693893432,57.09081498146057,historical/rebuttal_experiments/figure5_heter/figure5.yaml/dataset=attributedgraph-flickr/feature=raw/mechanism=mbm/x_eps=1/m=best/norm=true/norm_scale=131072/smoother=hoa/backbone=sage/use_nfr=false,f7_aae9fbc8b21ee9f8,1.0|17,1.0|17
