source,epsilon,epsilon_label,scale_exponent,norm_scale,norm_scale_label,x_index,n,candidate_id,verify_rank,x_steps,learning_rate,weight_decay,dropout,tao2,val_acc_mean,val_acc_std,test_acc_mean,test_acc_std,test_acc_ci_low,test_acc_ci_high,source_job_dir,point_id,bootstrap_key,bootstrap_val_key
figure5_heter,0.0001,$\epsilon=10^{-4}$,4,16,$2^{4}$,10,10,8,5,0,0.01,0.001,0.5,none,21.510032844543456,2.1091731493977477,21.01372833251953,1.5533435800469446,20.06335868358612,21.863913159370423,historical/rebuttal_experiments/figure5_heter/figure5.yaml/dataset=attributedgraph-flickr/feature=raw/mechanism=mbm/x_eps=0.0001/m=best/norm=true/norm_scale=16/smoother=hoa/backbone=sage/use_nfr=false,f7_fa274d8830458808,0.0001|4,0.0001|4
figure5_heter,0.0001,$\epsilon=10^{-4}$,5,32,$2^{5}$,11,10,11,5,0,0.01,0.01,0.5,none,21.47307357788086,2.1358567785230127,20.80253505706787,1.7739672695308795,19.72531719684601,21.85889760017395,historical/rebuttal_experiments/figure5_heter/figure5.yaml/dataset=attributedgraph-flickr/feature=raw/mechanism=mbm/x_eps=0.0001/m=best/norm=true/norm_scale=32/smoother=hoa/backbone=sage/use_nfr=false,f7_eafe2b8f51622d42,0.0001|5,0.0001|5
figure5_heter,0.0001,$\epsilon=10^{-4}$,6,64,$2^{6}$,12,10,5,5,0,0.01,0.0001,0.5,none,21.700106048583983,2.3132384388829874,21.193242645263673,1.674482596966513,20.18466263771057,22.01702842712402,historical/rebuttal_experiments/figure5_heter/figure5.yaml/dataset=attributedgraph-flickr/feature=raw/mechanism=mbm/x_eps=0.0001/m=best/norm=true/norm_scale=64/smoother=hoa/backbone=sage/use_nfr=false,f7_110ae45fa48952cc,0.0001|6,0.0001|6
figure5_heter,0.0001,$\epsilon=10^{-4}$,7,128,$2^{7}$,13,10,8,5,0,0.01,0.001,0.5,none,21.32523822784424,2.1067117354178557,20.966209602355956,1.5891134544892005,20.042107195854186,21.82193872928619,historical/rebuttal_experiments/figure5_heter/figure5.yaml/dataset=attributedgraph-flickr/feature=raw/mechanism=mbm/x_eps=0.0001/m=best/norm=true/norm_scale=128/smoother=hoa/backbone=sage/use_nfr=false,f7_2b702fc6ae3eeb92,0.0001|7,0.0001|7
figure5_heter,0.0001,$\epsilon=10^{-4}$,8,256,$2^{8}$,14,10,8,5,0,0.01,0.001,0.5,none,21.27771987915039,1.9569432427429756,20.744456672668456,1.600378257826201,19.803854885101316,21.6527196931839,historical/rebuttal_experiments/figure5_heter/figure5.yaml/dataset=attributedgraph-flickr/feature=raw/mechanism=mbm/x_eps=0.0001/m=best/norm=true/norm_scale=256/smoother=hoa/backbone=sage/use_nfr=false,f7_fafdbd0110f67038,0.0001|8,0.0001|8
figure5_heter,0.0001,$\epsilon=10^{-4}$,9,512,$2^{9}$,15,10,11,4,0,0.01,0.01,0.5,none,21.436114883422853,2.113545195502125,21.00844841003418,1.7766628293842475,19.95762996673584,22.01174814224243,historical/rebuttal_experiments/figure5_heter/figure5.yaml/dataset=attributedgraph-flickr/feature=raw/mechanism=mbm/x_eps=0.0001/m=best/norm=true/norm_scale=512/smoother=hoa/backbone=sage/use_nfr=false,f7_88689c42e2ee7203,0.0001|9,0.0001|9
figure5_heter,0.0001,$\epsilon=10^{-4}$,10,1024,$2^{10}$,16,10,11,5,0,0.01,0.01,0.5,none,21.420275115966795,2.23769791861236,20.88701229095459,1.9421998623831584,19.75699634075165,21.94825840473175,historical/rebuttal_experiments/figure5_heter/figure5.yaml/dataset=attributedgraph-flickr/feature=raw/mechanism=mbm/x_eps=0.0001/m=best/norm=true/norm_scale=1024/smoother=hoa/backbone=sage/use_nfr=false,f7_26e4b955885d0ccb,0.0001|10,0.0001|10
figure5_heter,0.0001,$\epsilon=10^{-4}$,11,2048,$2^{11}$,17,10,15,5,0,0.001,0,0.75,none,19.582894134521485,1.3309298579868845,18.796199226379393,1.2664260734300004,18.035771927833558,19.55702363014221,historical/rebuttal_experiments/figure5_heter/figure5.yaml/dataset=attributedgraph-flickr/feature=raw/mechanism=mbm/x_eps=0.0001/m=best/norm=true/norm_scale=2048/smoother=hoa/backbone=sage/use_nfr=false,f7_2a59e3769fce7588,0.0001|11,0.0001|11
figure5_heter,0.0001,$\epsilon=10^{-4}$,12,4096,$2^{12}$,18,10,100,1,4,0.0001,0.0001,0.25,none,25.079198169708253,6.1232886884893505,24.841605854034423,5.141400408338382,21.545935578346253,27.809135241508482,historical/rebuttal_experiments/figure5_heter/figure5.yaml/dataset=attributedgraph-flickr/feature=raw/mechanism=mbm/x_eps=0.0001/m=best/norm=true/norm_scale=4096/smoother=hoa/backbone=sage/use_nfr=false,f7_46dac18ddc5d0547,0.0001|12,0.0001|12
figure5_heter,0.0001,$\epsilon=10^{-4}$,13,8192,$2^{13}$,19,10,106,4,4,0.0001,0.01,0.25,none,36.7423454284668,3.3060210441792792,36.330518531799314,2.6766715062505124,34.78867530822754,37.87275735855102,historical/rebuttal_experiments/figure5_heter/figure5.yaml/dataset=attributedgraph-flickr/feature=raw/mechanism=mbm/x_eps=0.0001/m=best/norm=true/norm_scale=8192/smoother=hoa/backbone=sage/use_nfr=false,f7_dc54f343b903f3cd,0.0001|13,0.0001|13
figure5_heter,0.0001,$\epsilon=10^{-4}$,14,16384,$2^{14}$,20,10,142,5,8,0.0001,0.01,0.25,none,47.77719306945801,2.3522027958958422,47.09609375,2.1997184055981087,45.70195537567138,48.24722899436951,historical/rebuttal_experiments/figure5_heter/figure5.yaml/dataset=attributedgraph-flickr/feature=raw/mechanism=mbm/x_eps=0.0001/m=best/norm=true/norm_scale=16384/smoother=hoa/backbone=sage/use_nfr=false,f7_24c48e58298b9156,0.0001|14,0.0001|14
figure5_heter,0.0001,$\epsilon=10^{-4}$,15,32768,$2^{15}$,21,10,142,1,8,0.0001,0.01,0.25,none,53.18902015686035,1.267941508508071,52.312569046020506,1.4112074310548082,51.647178630828854,53.21568489074707,historical/rebuttal_experiments/figure5_heter/figure5.yaml/dataset=attributedgraph-flickr/feature=raw/mechanism=mbm/x_eps=0.0001/m=best/norm=true/norm_scale=32768/smoother=hoa/backbone=sage/use_nfr=false,f7_12644bcb8e872a3a,0.0001|15,0.0001|15
figure5_heter,0.0001,$\epsilon=10^{-4}$,16,65536,$2^{16}$,22,10,142,4,8,0.0001,0.01,0.25,none,55.29039306640625,1.2898840070365503,54.176348495483396,1.5982480149672873,53.34728391647339,55.26953734397888,historical/rebuttal_experiments/figure5_heter/figure5.yaml/dataset=attributedgraph-flickr/feature=raw/mechanism=mbm/x_eps=0.0001/m=best/norm=true/norm_scale=65536/smoother=hoa/backbone=sage/use_nfr=false,f7_198c709bc2330590,0.0001|16,0.0001|16
figure5_heter,0.0001,$\epsilon=10^{-4}$,17,131072,$2^{17}$,23,10,142,5,8,0.0001,0.01,0.25,none,56.256601333618164,1.1733032232903358,55.22703552246094,1.0265164666379054,54.67265393257141,55.89757424354553,historical/rebuttal_experiments/figure5_heter/figure5.yaml/dataset=attributedgraph-flickr/feature=raw/mechanism=mbm/x_eps=0.0001/m=best/norm=true/norm_scale=131072/smoother=hoa/backbone=sage/use_nfr=false,f7_21a7b8802cb1c0d5,0.0001|17,0.0001|17
figure5_heter,0.001,$\epsilon=10^{-3}$,-6,0.015625,$2^{-6}$,0,10,5,5,0,0.01,0.0001,0.5,none,21.631468772888184,2.252322532944553,21.161563301086424,1.6854712914339027,20.095037074089053,22.090945439338686,historical/rebuttal_experiments/figure5_heter/figure5.yaml/dataset=attributedgraph-flickr/feature=raw/mechanism=mbm/x_eps=0.001/m=best/norm=true/norm_scale=0.015625/smoother=hoa/backbone=sage/use_nfr=false,f7_eb493d3dfe38e919,0.001|-6,0.001|-6
figure5_heter,0.001,$\epsilon=10^{-3}$,-5,0.03125,$2^{-5}$,1,10,5,5,0,0.01,0.0001,0.5,none,21.631468772888184,2.252322532944553,21.161563301086424,1.6854712914339027,20.06850604057312,22.101505470275878,historical/rebuttal_experiments/figure5_heter/figure5.yaml/dataset=attributedgraph-flickr/feature=raw/mechanism=mbm/x_eps=0.001/m=best/norm=true/norm_scale=0.03125/smoother=hoa/backbone=sage/use_nfr=false,f7_0c346238f87c2e18,0.001|-5,0.001|-5
figure5_heter,0.001,$\epsilon=10^{-3}$,-4,0.0625,$2^{-4}$,2,10,5,5,0,0.01,0.0001,0.5,none,21.615629196166992,2.2399321883913785,21.1457239151001,1.6722708928739551,20.163543124198913,22.09120943546295,historical/rebuttal_experiments/figure5_heter/figure5.yaml/dataset=attributedgraph-flickr/feature=raw/mechanism=mbm/x_eps=0.001/m=best/norm=true/norm_scale=0.0625/smoother=hoa/backbone=sage/use_nfr=false,f7_e500d17b76b489c2,0.001|-4,0.001|-4
figure5_heter,0.001,$\epsilon=10^{-3}$,-3,0.125,$2^{-3}$,3,10,5,5,0,0.01,0.0001,0.5,none,21.615629196166992,2.2399321883913785,21.1457239151001,1.6722708928739551,20.042107186317445,22.080781784057617,historical/rebuttal_experiments/figure5_heter/figure5.yaml/dataset=attributedgraph-flickr/feature=raw/mechanism=mbm/x_eps=0.001/m=best/norm=true/norm_scale=0.125/smoother=hoa/backbone=sage/use_nfr=false,f7_a307e029285b11ff,0.001|-3,0.001|-3
figure5_heter,0.001,$\epsilon=10^{-3}$,-2,0.25,$2^{-2}$,4,10,5,5,0,0.01,0.0001,0.5,none,21.594509887695313,2.225059101380628,21.151003646850587,1.6829702714030481,19.99986819267273,22.117476859092715,historical/rebuttal_experiments/figure5_heter/figure5.yaml/dataset=attributedgraph-flickr/feature=raw/mechanism=mbm/x_eps=0.001/m=best/norm=true/norm_scale=0.25/smoother=hoa/backbone=sage/use_nfr=false,f7_f5d89ef201fff025,0.001|-2,0.001|-2
figure5_heter,0.001,$\epsilon=10^{-3}$,-1,0.5,$2^{-1}$,5,10,5,5,0,0.01,0.0001,0.5,none,21.642028427124025,2.25567562835196,21.1457239151001,1.6895920238557982,20.115892963409422,22.085797896385195,historical/rebuttal_experiments/figure5_heter/figure5.yaml/dataset=attributedgraph-flickr/feature=raw/mechanism=mbm/x_eps=0.001/m=best/norm=true/norm_scale=0.5/smoother=hoa/backbone=sage/use_nfr=false,f7_5ba81954ec60c017,0.001|-1,0.001|-1
figure5_heter,0.001,$\epsilon=10^{-3}$,0,1,$2^{0}$,6,10,8,5,0,0.01,0.001,0.5,none,21.56811065673828,2.049749003724311,21.25132064819336,1.8091077163471745,20.16367530345917,22.249340829849242,historical/rebuttal_experiments/figure5_heter/figure5.yaml/dataset=attributedgraph-flickr/feature=raw/mechanism=mbm/x_eps=0.001/m=best/norm=true/norm_scale=1/smoother=hoa/backbone=sage/use_nfr=false,f7_ceadfef8602c01d7,0.001|0,0.001|0
figure5_heter,0.001,$\epsilon=10^{-3}$,1,2,$2^{1}$,7,10,8,5,0,0.01,0.001,0.5,none,21.536431503295898,1.9966561721186005,21.341077613830567,1.6900590736088084,20.289599184989928,22.334081859588622,historical/rebuttal_experiments/figure5_heter/figure5.yaml/dataset=attributedgraph-flickr/feature=raw/mechanism=mbm/x_eps=0.001/m=best/norm=true/norm_scale=2/smoother=hoa/backbone=sage/use_nfr=false,f7_4da708470c72c8c6,0.001|1,0.001|1
figure5_heter,0.001,$\epsilon=10^{-3}$,2,4,$2^{2}$,8,10,5,5,0,0.01,0.0001,0.5,none,21.59450969696045,2.2434969356818635,21.20380210876465,1.730517988794916,20.10546531200409,22.14889183998108,historical/rebuttal_experiments/figure5_heter/figure5.yaml/dataset=attributedgraph-flickr/feature=raw/mechanism=mbm/x_eps=0.001/m=best/norm=true/norm_scale=4/smoother=hoa/backbone=sage/use_nfr=false,f7_f2bedeaa205c1e25,0.001|2,0.001|2
figure5_heter,0.001,$\epsilon=10^{-3}$,3,8,$2^{3}$,9,10,15,1,0,0.001,0,0.75,none,19.677930641174317,1.2063125094671725,18.63780403137207,1.1307550674631788,17.982973084449767,19.355993075370787,historical/rebuttal_experiments/figure5_heter/figure5.yaml/dataset=attributedgraph-flickr/feature=raw/mechanism=mbm/x_eps=0.001/m=best/norm=true/norm_scale=8/smoother=hoa/backbone=sage/use_nfr=false,f7_313050cc9ff82e7a,0.001|3,0.001|3
figure5_heter,0.001,$\epsilon=10^{-3}$,4,16,$2^{4}$,10,10,8,4,0,0.01,0.001,0.5,none,21.446674346923828,1.9723618262980285,20.765575981140138,1.5909833580636485,19.75673234462738,21.605201339721678,historical/rebuttal_experiments/figure5_heter/figure5.yaml/dataset=attributedgraph-flickr/feature=raw/mechanism=mbm/x_eps=0.001/m=best/norm=true/norm_scale=16/smoother=hoa/backbone=sage/use_nfr=false,f7_30b17d769f822eaf,0.001|4,0.001|4
figure5_heter,0.001,$\epsilon=10^{-3}$,5,32,$2^{5}$,11,10,11,4,0,0.01,0.01,0.5,none,21.620908737182617,2.020220196229894,21.103485679626466,1.7135833971508527,20.010428609848024,22.08025417804718,historical/rebuttal_experiments/figure5_heter/figure5.yaml/dataset=attributedgraph-flickr/feature=raw/mechanism=mbm/x_eps=0.001/m=best/norm=true/norm_scale=32/smoother=hoa/backbone=sage/use_nfr=false,f7_0e49f0920e9df2e4,0.001|5,0.001|5
figure5_heter,0.001,$\epsilon=10^{-3}$,6,64,$2^{6}$,12,10,2,4,0,0.01,0,0.5,none,21.367477035522462,1.7697807445220084,20.026399898529053,1.8138606782477364,18.912091715335848,21.00356466293335,historical/rebuttal_experiments/figure5_heter/figure5.yaml/dataset=attributedgraph-flickr/feature=raw/mechanism=mbm/x_eps=0.001/m=best/norm=true/norm_scale=64/smoother=hoa/backbone=sage/use_nfr=false,f7_1f4b02a6c8fed99a,0.001|6,0.001|6
figure5_heter,0.001,$\epsilon=10^{-3}$,7,128,$2^{7}$,13,10,11,5,0,0.01,0.01,0.5,none,21.568110847473143,2.009921812973605,20.786695671081542,1.8863523215418663,19.74089315891266,21.842925472259523,historical/rebuttal_experiments/figure5_heter/figure5.yaml/dataset=attributedgraph-flickr/feature=raw/mechanism=mbm/x_eps=0.001/m=best/norm=true/norm_scale=128/smoother=hoa/backbone=sage/use_nfr=false,f7_e42f3560eaebf6b5,0.001|7,0.001|7
figure5_heter,0.001,$\epsilon=10^{-3}$,8,256,$2^{8}$,14,10,133,2,8,0.0001,0,0.25,none,16.467793464660645,5.816471207885017,15.918691444396973,5.835653993591099,12.808870599269868,19.29778366804123,historical/rebuttal_experiments/figure5_heter/figure5.yaml/dataset=attributedgraph-flickr/feature=raw/mechanism=mbm/x_eps=0.001/m=best/norm=true/norm_scale=256/smoother=hoa/backbone=sage/use_nfr=false,f7_0684212b2001b46f,0.001|8,0.001|8
figure5_heter,0.001,$\epsilon=10^{-3}$,9,512,$2^{9}$,15,10,97,3,4,0.0001,0,0.25,none,27.829990196228028,4.932958846862728,27.444562339782713,3.65355128135046,25.416579604148865,29.70974177837372,historical/rebuttal_experiments/figure5_heter/figure5.yaml/dataset=attributedgraph-flickr/feature=raw/mechanism=mbm/x_eps=0.001/m=best/norm=true/norm_scale=512/smoother=hoa/backbone=sage/use_nfr=false,f7_73b705136be226a4,0.001|9,0.001|9
figure5_heter,0.001,$\epsilon=10^{-3}$,10,1024,$2^{10}$,16,10,97,5,4,0.0001,0,0.25,none,39.60401458740235,2.73720145409358,39.17634811401367,1.977255841869741,38.0145206451416,40.38556174278259,historical/rebuttal_experiments/figure5_heter/figure5.yaml/dataset=attributedgraph-flickr/feature=raw/mechanism=mbm/x_eps=0.001/m=best/norm=true/norm_scale=1024/smoother=hoa/backbone=sage/use_nfr=false,f7_a91aa933e0820981,0.001|10,0.001|10
figure5_heter,0.001,$\epsilon=10^{-3}$,11,2048,$2^{11}$,17,10,142,4,8,0.0001,0.01,0.25,none,50.04752044677734,1.9086189868632584,48.991553497314456,2.2763152435098912,47.52890852928162,50.274948892593386,historical/rebuttal_experiments/figure5_heter/figure5.yaml/dataset=attributedgraph-flickr/feature=raw/mechanism=mbm/x_eps=0.001/m=best/norm=true/norm_scale=2048/smoother=hoa/backbone=sage/use_nfr=false,f7_9fd1f8c92892b8d7,0.001|11,0.001|11
figure5_heter,0.001,$\epsilon=10^{-3}$,12,4096,$2^{12}$,18,10,142,4,8,0.0001,0.01,0.25,none,53.9440357208252,1.3575658294219726,53.236538314819335,1.2944986766566848,52.587118520736695,54.07075158119201,historical/rebuttal_experiments/figure5_heter/figure5.yaml/dataset=attributedgraph-flickr/feature=raw/mechanism=mbm/x_eps=0.001/m=best/norm=true/norm_scale=4096/smoother=hoa/backbone=sage/use_nfr=false,f7_7e1a87509b3a18a3,0.001|12,0.001|12
figure5_heter,0.001,$\epsilon=10^{-3}$,13,8192,$2^{13}$,19,10,142,1,8,0.0001,0.01,0.25,none,55.65470085144043,1.2616348500340948,54.65153350830078,1.294355028295909,54.08131141662598,55.533399171829224,historical/rebuttal_experiments/figure5_heter/figure5.yaml/dataset=attributedgraph-flickr/feature=raw/mechanism=mbm/x_eps=0.001/m=best/norm=true/norm_scale=8192/smoother=hoa/backbone=sage/use_nfr=false,f7_484afc8bbfd5cafc,0.001|13,0.001|13
figure5_heter,0.001,$\epsilon=10^{-3}$,14,16384,$2^{14}$,20,10,106,1,4,0.0001,0.01,0.25,none,55.89229316711426,1.2875763001077132,54.63041381835937,0.8771690146177578,54.16024549484253,55.23772660255432,historical/rebuttal_experiments/figure5_heter/figure5.yaml/dataset=attributedgraph-flickr/feature=raw/mechanism=mbm/x_eps=0.001/m=best/norm=true/norm_scale=16384/smoother=hoa/backbone=sage/use_nfr=false,f7_2d290f64acfcb10f,0.001|14,0.001|14
figure5_heter,0.001,$\epsilon=10^{-3}$,15,32768,$2^{15}$,21,10,130,2,8,0.001,0.01,0.25,none,57.888069534301756,1.3205914912626446,56.14044532775879,1.601849358284541,55.18994294166565,57.09081459999084,historical/rebuttal_experiments/figure5_heter/figure5.yaml/dataset=attributedgraph-flickr/feature=raw/mechanism=mbm/x_eps=0.001/m=best/norm=true/norm_scale=32768/smoother=hoa/backbone=sage/use_nfr=false,f7_d788e3e113215499,0.001|15,0.001|15
figure5_heter,0.001,$\epsilon=10^{-3}$,16,65536,$2^{16}$,22,10,130,1,8,0.001,0.01,0.25,none,57.95670776367187,0.8582496264930279,56.58395233154297,1.5753309986747963,55.68611716270446,57.56111680984497,historical/rebuttal_experiments/figure5_heter/figure5.yaml/dataset=attributedgraph-flickr/feature=raw/mechanism=mbm/x_eps=0.001/m=best/norm=true/norm_scale=65536/smoother=hoa/backbone=sage/use_nfr=false,f7_7ae5ce3d867dffeb,0.001|16,0.001|16
figure5_heter,0.001,$\epsilon=10^{-3}$,17,131072,$2^{17}$,23,10,94,1,4,0.001,0.01,0.25,none,57.97782669067383,1.0778705238893442,56.69482917785645,0.9766663929509084,56.13503494262695,57.33910138130188,historical/rebuttal_experiments/figure5_heter/figure5.yaml/dataset=attributedgraph-flickr/feature=raw/mechanism=mbm/x_eps=0.001/m=best/norm=true/norm_scale=131072/smoother=hoa/backbone=sage/use_nfr=false,f7_035035d5aa65ef05,0.001|17,0.001|17
figure5_heter,0.01,$\epsilon=10^{-2}$,-6,0.015625,$2^{-6}$,0,10,5,5,0,0.01,0.0001,0.5,none,21.573390007019043,2.1428282112502886,20.976769638061523,1.6347686883464652,19.978881640434267,21.810982704162598,historical/rebuttal_experiments/figure5_heter/figure5.yaml/dataset=attributedgraph-flickr/feature=raw/mechanism=mbm/x_eps=0.01/m=best/norm=true/norm_scale=0.015625/smoother=hoa/backbone=sage/use_nfr=false,f7_1a3f8a02dffb690c,0.01|-6,0.01|-6
figure5_heter,0.01,$\epsilon=10^{-2}$,-5,0.03125,$2^{-5}$,1,10,8,5,0,0.01,0.001,0.5,none,21.314678573608397,2.056507762194751,21.187962913513182,1.700154823669034,20.14757231235504,22.117345242500306,historical/rebuttal_experiments/figure5_heter/figure5.yaml/dataset=attributedgraph-flickr/feature=raw/mechanism=mbm/x_eps=0.01/m=best/norm=true/norm_scale=0.03125/smoother=hoa/backbone=sage/use_nfr=false,f7_adb7739cc15eac65,0.01|-5,0.01|-5
figure5_heter,0.01,$\epsilon=10^{-2}$,-4,0.0625,$2^{-4}$,2,10,8,5,0,0.01,0.001,0.5,none,21.309399032592772,2.0485322966821315,21.13516445159912,1.6992435237065187,20.057287173271177,22.117477045059204,historical/rebuttal_experiments/figure5_heter/figure5.yaml/dataset=attributedgraph-flickr/feature=raw/mechanism=mbm/x_eps=0.01/m=best/norm=true/norm_scale=0.0625/smoother=hoa/backbone=sage/use_nfr=false,f7_53a83d8bf55a05ea,0.01|-4,0.01|-4
figure5_heter,0.01,$\epsilon=10^{-2}$,-3,0.125,$2^{-3}$,3,10,8,5,0,0.01,0.001,0.5,none,21.37275676727295,2.0508893628265685,21.25660057067871,1.6783627361867703,20.20023838996887,22.21752969264984,historical/rebuttal_experiments/figure5_heter/figure5.yaml/dataset=attributedgraph-flickr/feature=raw/mechanism=mbm/x_eps=0.01/m=best/norm=true/norm_scale=0.125/smoother=hoa/backbone=sage/use_nfr=false,f7_dccf1fd145163963,0.01|-3,0.01|-3
figure5_heter,0.01,$\epsilon=10^{-2}$,-2,0.25,$2^{-2}$,4,10,8,5,0,0.01,0.001,0.5,none,21.39387626647949,2.0896396139751903,21.314678764343263,1.6844145642373813,20.16869104862213,22.207234210968018,historical/rebuttal_experiments/figure5_heter/figure5.yaml/dataset=attributedgraph-flickr/feature=raw/mechanism=mbm/x_eps=0.01/m=best/norm=true/norm_scale=0.25/smoother=hoa/backbone=sage/use_nfr=false,f7_cfee1474bd4c51e6,0.01|-2,0.01|-2
figure5_heter,0.01,$\epsilon=10^{-2}$,-1,0.5,$2^{-1}$,5,10,8,5,0,0.01,0.001,0.5,none,21.425555610656737,2.035730719468147,21.335798072814942,1.6340866092242394,20.295407471656798,22.175290699005128,historical/rebuttal_experiments/figure5_heter/figure5.yaml/dataset=attributedgraph-flickr/feature=raw/mechanism=mbm/x_eps=0.01/m=best/norm=true/norm_scale=0.5/smoother=hoa/backbone=sage/use_nfr=false,f7_94c430b267b9c4f1,0.01|-1,0.01|-1
