point_id,figure_id,dataset,backbone,seed,val_acc,test_acc,source_job_id
f5_d314bd6590a638e3,5,cora,sage,12348,77.99113464355469,79.4682388305664,dc4c12b779aa
f5_d314bd6590a638e3,5,cora,sage,12349,81.53618621826172,81.53618621826172,dc4c12b779aa
f5_d314bd6590a638e3,5,cora,sage,12350,72.6735610961914,73.55982208251953,dc4c12b779aa
f5_d314bd6590a638e3,5,cora,sage,12351,83.60413360595703,81.38848114013672,dc4c12b779aa
f5_d314bd6590a638e3,5,cora,sage,12352,79.61595153808594,81.97931671142578,dc4c12b779aa
f5_d314bd6590a638e3,5,cora,sage,12353,80.6499252319336,82.27474212646484,dc4c12b779aa
f5_d314bd6590a638e3,5,cora,sage,12354,81.24076843261719,81.53618621826172,dc4c12b779aa
f5_3374d7fac8fb04a6,5,cora,sage,12345,82.12702941894531,83.4564208984375,dc4c12b779aa
f5_3374d7fac8fb04a6,5,cora,sage,12346,83.8995590209961,81.24076843261719,dc4c12b779aa
f5_3374d7fac8fb04a6,5,cora,sage,12347,81.97931671142578,83.01329040527344,dc4c12b779aa
f5_3374d7fac8fb04a6,5,cora,sage,12348,84.19497680664062,84.63810729980469,dc4c12b779aa
f5_3374d7fac8fb04a6,5,cora,sage,12349,82.7178726196289,82.42245483398438,dc4c12b779aa
f5_3374d7fac8fb04a6,5,cora,sage,12350,80.35450744628906,79.61595153808594,dc4c12b779aa
f5_3374d7fac8fb04a6,5,cora,sage,12351,85.08123779296875,82.86558532714844,dc4c12b779aa
f5_3374d7fac8fb04a6,5,cora,sage,12352,83.60413360595703,86.55834197998047,dc4c12b779aa
f5_3374d7fac8fb04a6,5,cora,sage,12353,82.12702941894531,83.4564208984375,dc4c12b779aa
f5_3374d7fac8fb04a6,5,cora,sage,12354,83.3087158203125,85.22895050048828,dc4c12b779aa
f5_ce1b0134dd83803e,5,cora,sage,12345,82.42245483398438,84.19497680664062,dc4c12b779aa
f5_ce1b0134dd83803e,5,cora,sage,12346,83.75184631347656,83.16100311279297,dc4c12b779aa
f5_ce1b0134dd83803e,5,cora,sage,12347,82.86558532714844,83.8995590209961,dc4c12b779aa
f5_ce1b0134dd83803e,5,cora,sage,12348,83.60413360595703,83.01329040527344,dc4c12b779aa
f5_ce1b0134dd83803e,5,cora,sage,12349,83.01329040527344,83.60413360595703,dc4c12b779aa
f5_ce1b0134dd83803e,5,cora,sage,12350,81.97931671142578,83.01329040527344,dc4c12b779aa
f5_ce1b0134dd83803e,5,cora,sage,12351,84.34268951416016,82.12702941894531,dc4c12b779aa
f5_ce1b0134dd83803e,5,cora,sage,12352,83.16100311279297,86.7060546875,dc4c12b779aa
f5_ce1b0134dd83803e,5,cora,sage,12353,81.97931671142578,83.4564208984375,dc4c12b779aa
f5_ce1b0134dd83803e,5,cora,sage,12354,85.37666320800781,84.49039459228516,dc4c12b779aa
f5_93b03560b3659eb3,5,cora,sage,12345,83.01329040527344,86.55834197998047,dc4c12b779aa
f5_93b03560b3659eb3,5,cora,sage,12346,85.52436828613281,82.57015991210938,dc4c12b779aa
f5_93b03560b3659eb3,5,cora,sage,12347,85.52436828613281,85.52436828613281,dc4c12b779aa
f5_93b03560b3659eb3,5,cora,sage,12348,83.8995590209961,84.34268951416016,dc4c12b779aa
f5_93b03560b3659eb3,5,cora,sage,12349,83.75184631347656,81.53618621826172,dc4c12b779aa
f5_93b03560b3659eb3,5,cora,sage,12350,81.83161163330078,80.05908203125,dc4c12b779aa
f5_93b03560b3659eb3,5,cora,sage,12351,84.34268951416016,84.93353271484375,dc4c12b779aa
f5_93b03560b3659eb3,5,cora,sage,12352,85.52436828613281,85.52436828613281,dc4c12b779aa
f5_93b03560b3659eb3,5,cora,sage,12353,85.37666320800781,84.63810729980469,dc4c12b779aa
f5_93b03560b3659eb3,5,cora,sage,12354,83.4564208984375,85.22895050048828,dc4c12b779aa
